,Residence,Colonnes,Annee,Mois,Nature de l'écriture,Contexte,Code_H,Ligne_Analytique,Groupe,Montant
216,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.1.10.,Prestataires sécurité gardiennage,Charge,0
217,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.1.10.1.,Prestataire sécurité gardiennage,Charge,0
218,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.1.11.,Nettoyage Parties Communes,Charge,0
219,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.1.12.,Nettoyage Parties Privatives,Charge,486
220,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.1.2.,Charges sur salaires,Charge,4945
221,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.1.3.,Prime,Charge,5401
222,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.1.6.,Personnel intérimaire,Charge,0
223,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.1.8.,Frais Yser - Encadrement et commercial,Charge,3979
224,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.1.9.1.,Autres frais de personnel,Charge,0
225,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.12.,"LOCATIONS, HONORAIRES, SACEM ET TV",Charge,0
226,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.12.3.,Honoraire contentieux Gestion,Charge,0
227,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.12.3.2.,Honoraire - divers,Charge,0
228,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.13.,DEPLACEMENT ET MISSION,Charge,235
229,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.14.,PUBLICITE,Charge,443
230,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.14.7.,Publicité Estudines,Charge,443
231,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.15.,Publicité Internet,Charge,480
232,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.16.,FOURNITURES ADMINISTRATIVES,Charge,75
233,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.16.3.,Frais bancaires (compte séparé),Charge,75
234,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.16.3.1.,Frais bancaires,Charge,75
235,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.17.,TELEPHONIE - INTERNET - INFORMATIQUE,Charge,13327
236,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.17.2.,Internet (location de ligne),Charge,13327
237,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.2.,IMPOTS et TAXES DIVERSES,Charge,0
238,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.2.2.,Taxe d'ordures ménagères,Charge,0
239,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.2.3.,Taxe foncière / Taxe d'habitation,Charge,0
240,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.2.3.1.,Taxe foncière / taxe d'habitation,Charge,0
241,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.2.3.2.,Taxe foncière Syndic,Charge,0
242,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.2.4.1.,Autres impôts et taxes,Charge,0
243,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.3.,ENERGIE,Charge,10840
244,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.3.1.,EAU : (RSG-REA-YSER-LFP),Charge,0
245,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.3.2.,EDF : (RSG-REA-LFP),Charge,3607
246,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.3.2.1.,EDF - Parties communes : Réel (50200000),Charge,2815
247,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.3.2.2.,EDF - Parties Privatives,Charge,420
248,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.3.2.3.,EDF - Ascenseurs,Charge,372
249,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.3.3.,Chauffage - Gaz,Charge,7233
250,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.4.,CONTRATS DE MAINTENANCE,Charge,11526
251,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.4.1.,Contrat de maintenance LFP,Charge,9173
252,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.4.1.13.,Maintenance - toiture,Charge,0
253,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.4.1.2.,Maintenance - chauffage,Charge,0
254,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.4.1.3.,Maintenance - ascenseurs,Charge,0
255,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.4.1.5.,Maintenance - parkings,Charge,0
256,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.4.1.6.,Maintenance - espaces verts,Charge,1394
257,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.4.1.7.,Maintenance - sécurité,Charge,3718
258,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.4.1.8.,Maintenance - VMC,Charge,0
259,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.4.1.9.,Maintenance - contrats divers,Charge,4062
260,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.4.2.,Autres charges de copropriété,Charge,90
261,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.4.2.1.,Autres charges - 51000000,Charge,0
262,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.4.2.4.,Autres charges - téléphone ascenseurs,Charge,90
263,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.4.3.,Contrat maintenance (Hors Syndic),Charge,2262
264,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.4.4.,ASSURANCE : (Immeuble para hotelier multirisque),Charge,0
265,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.6.,REMISE EN ETAT PARTIES PRIVATIVES,Charge,381
266,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.6.1.,Réparations Parties Privatives,Charge,381
267,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.8.,LINGE ET BLANCHISSAGE,Charge,0
268,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.8.1.,Location de linge + nettoyage de linge,Charge,0
269,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.9.,FOURNITURES D'EXPLOITATION,Charge,0
270,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,2.9.1.,Produits et matériel d'entretien,Charge,0
271,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,3.,MARGE 1,Marge,110583
272,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,5.,Total 1,Charge,85556
273,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,5.1.,AMORTISSEMENT et CREDIT BAIL,Charge,2815
274,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,5.1.2.,Amortissement matériel,Charge,3
275,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,5.1.2.1.,Amortissement - Téléphonie,Charge,3
276,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,5.1.3.,Amortissement Mobilier Travaux,Charge,2812
277,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,5.1.3.3.,Mobilier - Amortissement,Charge,2812
278,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,5.2.,LOYERS REVERSES PROPRIETAIRES,Charge,68618
279,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,5.2.1.,Loyers reversés aux propriétaires,Charge,68618
280,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,5.3.,GROS TRAVAUX,Charge,943
281,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,5.3.1.,Gros travaux Parties Privatives,Charge,943
282,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,5.4.,INCIDENCE T.V.A,Charge,11840
283,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,5.4.1.,Incidence TVA (cc + prorata de gestion),Charge,11840
284,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,5.4.2.,Incidence TVA liée MDG et GARDIEN,Charge,0
285,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,5.5.,CET (ex Taxe Pro),Charge,1340
286,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,6.,MARGE 2,Marge,25028
287,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,8.,Total 2,Charge,14951
288,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,8.1.,PRESTATIONS INTERNES (Y/C Honoraires syndic),Charge,14059
289,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,8.2.,FRAIS DES SOCIETES,Charge,892
290,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,8.2.1.,Frais des sociétés RSG,Charge,762
291,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,8.2.7.,Incidence congés payés,Charge,130
292,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,8.3.,HONORAIRES SYNDIC,Charge,0
293,11000099 - Noisy,Budget 2025,2025.0,3.0,Mensuelle,B,9.,MARGE 3,Marge,10077
294,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,1.,RECETTES,Chiffre d'affaire,198725
295,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,1.1.,Loyers logements et parkings HT,Chiffre d'affaire,163665
296,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,1.1.1.,CA Locatif Estudines,Chiffre d'affaire,163063
297,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,1.1.4.,CA Locatif Parkings,Chiffre d'affaire,602
298,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,1.2.,RECETTES ANNEXES,Chiffre d'affaire,35060
299,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,1.2.12.,Charges de copro récupérables,Chiffre d'affaire,31554
300,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,1.2.2.,CA Frais locatif,Chiffre d'affaire,1971
301,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,1.2.5.,CA Laverie-Ménage,Chiffre d'affaire,1296
302,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,1.2.5.2.,Laverie,Chiffre d'affaire,1296
303,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,1.2.8.,CA Divers,Chiffre d'affaire,238
304,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,1.3.,Commission Agence TO,Chiffre d'affaire,0
305,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,1.4.,IMPAYES,Chiffre d'affaire,0
306,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,1.4.1.,Impayés locataires,Chiffre d'affaire,0
307,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,10,% DES RECETTES TOTALES,Chiffre d'affaire,205
308,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,11.,Dotations aux amortissements (CAPEX),Chiffre d'affaire,2724
309,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,12.,EBITDA,Marge,118956
310,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,14.,FREE CASH FLOW,Marge,118956
311,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.,CHARGES D'IMMEUBLE DIRECTES,Charge,43904
312,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.1.,FRAIS DE PERSONNEL,Charge,11915
313,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.1.1.,Salaires,Charge,7606
314,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.1.10.,Prestataires sécurité gardiennage,Charge,0
315,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.1.10.1.,Prestataire sécurité gardiennage,Charge,0
316,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.1.11.,Nettoyage Parties Communes,Charge,0
317,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.1.12.,Nettoyage Parties Privatives,Charge,208
318,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.1.2.,Charges sur salaires,Charge,2154
319,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.1.3.,Prime,Charge,149
320,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.1.6.,Personnel intérimaire,Charge,0
321,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.1.8.,Frais Yser - Encadrement et commercial,Charge,1795
322,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.1.9.1.,Autres frais de personnel,Charge,6
323,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.12.,"LOCATIONS, HONORAIRES, SACEM ET TV",Charge,2056
324,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.12.3.,Honoraire contentieux Gestion,Charge,2056
325,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.12.3.2.,Honoraire - divers,Charge,2056
326,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.13.,DEPLACEMENT ET MISSION,Charge,321
327,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.14.,PUBLICITE,Charge,443
328,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.14.7.,Publicité Estudines,Charge,443
329,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.15.,Publicité Internet,Charge,480
330,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.16.,FOURNITURES ADMINISTRATIVES,Charge,75
331,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.16.3.,Frais bancaires (compte séparé),Charge,75
332,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.16.3.1.,Frais bancaires,Charge,75
333,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.17.,TELEPHONIE - INTERNET - INFORMATIQUE,Charge,-6663
334,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.17.2.,Internet (location de ligne),Charge,-6663
335,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.2.,IMPOTS et TAXES DIVERSES,Charge,0
336,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.2.2.,Taxe d'ordures ménagères,Charge,0
337,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.2.3.,Taxe foncière / Taxe d'habitation,Charge,0
338,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.2.3.1.,Taxe foncière / taxe d'habitation,Charge,0
339,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.2.3.2.,Taxe foncière Syndic,Charge,0
340,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.2.4.1.,Autres impôts et taxes,Charge,0
341,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.3.,ENERGIE,Charge,29503
342,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.3.1.,EAU : (RSG-REA-YSER-LFP),Charge,18913
343,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.3.2.,EDF : (RSG-REA-LFP),Charge,3453
344,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.3.2.1.,EDF - Parties communes : Réel (50200000),Charge,2695
345,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.3.2.2.,EDF - Parties Privatives,Charge,402
346,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.3.2.3.,EDF - Ascenseurs,Charge,356
347,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.3.3.,Chauffage - Gaz,Charge,7137
348,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.4.,CONTRATS DE MAINTENANCE,Charge,5453
349,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.4.1.,Contrat de maintenance LFP,Charge,3101
350,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.4.1.13.,Maintenance - toiture,Charge,0
351,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.4.1.2.,Maintenance - chauffage,Charge,0
352,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.4.1.3.,Maintenance - ascenseurs,Charge,1205
353,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.4.1.5.,Maintenance - parkings,Charge,0
354,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.4.1.6.,Maintenance - espaces verts,Charge,0
355,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.4.1.7.,Maintenance - sécurité,Charge,0
356,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.4.1.8.,Maintenance - VMC,Charge,0
357,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.4.1.9.,Maintenance - contrats divers,Charge,1895
358,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.4.2.,Autres charges de copropriété,Charge,90
359,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.4.2.1.,Autres charges - 51000000,Charge,0
360,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.4.2.4.,Autres charges - téléphone ascenseurs,Charge,90
361,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.4.3.,Contrat maintenance (Hors Syndic),Charge,2262
362,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.4.4.,ASSURANCE : (Immeuble para hotelier multirisque),Charge,0
363,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.6.,REMISE EN ETAT PARTIES PRIVATIVES,Charge,78
364,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.6.1.,Réparations Parties Privatives,Charge,78
365,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.8.,LINGE ET BLANCHISSAGE,Charge,243
366,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.8.1.,Location de linge + nettoyage de linge,Charge,243
367,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.9.,FOURNITURES D'EXPLOITATION,Charge,0
368,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,2.9.1.,Produits et matériel d'entretien,Charge,0
369,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,3.,MARGE 1,Marge,154820
370,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,5.,Total 1,Charge,17312
371,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,5.1.,AMORTISSEMENT et CREDIT BAIL,Charge,2724
372,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,5.1.2.,Amortissement matériel,Charge,3
373,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,5.1.2.1.,Amortissement - Téléphonie,Charge,3
374,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,5.1.3.,Amortissement Mobilier Travaux,Charge,2721
375,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,5.1.3.3.,Mobilier - Amortissement,Charge,2721
376,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,5.2.,LOYERS REVERSES PROPRIETAIRES,Charge,0
377,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,5.2.1.,Loyers reversés aux propriétaires,Charge,0
378,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,5.3.,GROS TRAVAUX,Charge,943
379,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,5.3.1.,Gros travaux Parties Privatives,Charge,943
380,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,5.4.,INCIDENCE T.V.A,Charge,11949
381,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,5.4.1.,Incidence TVA (cc + prorata de gestion),Charge,11949
382,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,5.4.2.,Incidence TVA liée MDG et GARDIEN,Charge,0
383,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,5.5.,CET (ex Taxe Pro),Charge,1696
384,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,6.,MARGE 2,Marge,137509
385,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,8.,Total 2,Charge,21277
386,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,8.1.,PRESTATIONS INTERNES (Y/C Honoraires syndic),Charge,14059
387,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,8.2.,FRAIS DES SOCIETES,Charge,693
388,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,8.2.1.,Frais des sociétés RSG,Charge,762
389,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,8.2.7.,Incidence congés payés,Charge,-69
390,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,8.3.,HONORAIRES SYNDIC,Charge,6526
391,11000099 - Noisy,Budget 2025,2025.0,4.0,Mensuelle,B,9.,MARGE 3,Marge,116232
392,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,1.,RECETTES,Chiffre d'affaire,172286
393,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,1.1.,Loyers logements et parkings HT,Chiffre d'affaire,168657
394,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,1.1.1.,CA Locatif Estudines,Chiffre d'affaire,168054
395,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,1.1.4.,CA Locatif Parkings,Chiffre d'affaire,602
396,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,1.2.,RECETTES ANNEXES,Chiffre d'affaire,3629
397,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,1.2.12.,Charges de copro récupérables,Chiffre d'affaire,0
398,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,1.2.2.,CA Frais locatif,Chiffre d'affaire,2249
399,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,1.2.5.,CA Laverie-Ménage,Chiffre d'affaire,1263
400,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,1.2.5.2.,Laverie,Chiffre d'affaire,1263
401,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,1.2.8.,CA Divers,Chiffre d'affaire,117
402,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,1.3.,Commission Agence TO,Chiffre d'affaire,0
403,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,1.4.,IMPAYES,Chiffre d'affaire,0
404,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,1.4.1.,Impayés locataires,Chiffre d'affaire,0
405,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,10,% DES RECETTES TOTALES,Chiffre d'affaire,45
406,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,11.,Dotations aux amortissements (CAPEX),Chiffre d'affaire,2815
407,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,12.,EBITDA,Marge,-39064
408,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,14.,FREE CASH FLOW,Marge,-39064
409,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,2.,CHARGES D'IMMEUBLE DIRECTES,Charge,25489
410,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,2.1.,FRAIS DE PERSONNEL,Charge,11436
411,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,2.1.1.,Salaires,Charge,7606
412,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,2.1.10.,Prestataires sécurité gardiennage,Charge,0
413,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,2.1.10.1.,Prestataire sécurité gardiennage,Charge,0
414,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,2.1.11.,Nettoyage Parties Communes,Charge,0
415,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,2.1.12.,Nettoyage Parties Privatives,Charge,0
416,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,2.1.2.,Charges sur salaires,Charge,1953
417,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,2.1.3.,Prime,Charge,149
418,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,2.1.6.,Personnel intérimaire,Charge,0
419,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,2.1.8.,Frais Yser - Encadrement et commercial,Charge,1725
420,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,2.1.9.1.,Autres frais de personnel,Charge,4
421,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,2.12.,"LOCATIONS, HONORAIRES, SACEM ET TV",Charge,0
422,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,2.12.3.,Honoraire contentieux Gestion,Charge,0
423,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,2.12.3.2.,Honoraire - divers,Charge,0
424,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,2.13.,DEPLACEMENT ET MISSION,Charge,350
425,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,2.14.,PUBLICITE,Charge,443
426,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,2.14.7.,Publicité Estudines,Charge,443
427,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,2.15.,Publicité Internet,Charge,480
428,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,2.16.,FOURNITURES ADMINISTRATIVES,Charge,75
429,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,2.16.3.,Frais bancaires (compte séparé),Charge,75
430,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,2.16.3.1.,Frais bancaires,Charge,75
431,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,2.17.,TELEPHONIE - INTERNET - INFORMATIQUE,Charge,0
432,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,2.17.2.,Internet (location de ligne),Charge,0
433,11000099 - Noisy,Budget 2025,2025.0,5.0,Mensuelle,B,2.2.,IMPOTS et TAXES DIVERSES,Charge,0
